"run_id","image_id","title","prompt_text","prompt_title_use","flag_strict","flag_title_aware","notes"
"20260903T230744Z_direct-pg-q25-bi-q25_07602cd9","41","Dream On","A young man stands at the edge of a cliff under a starry sky, holding a dreamcatcher with a small crescent moon hanging from it. His hair flows gently in the wind, and he gazes into the distance with a thoughtful expression. A misty, silvery road extends into the horizon, disappearing into the night. In the background, faint golden lights from a distant town add warmth to the scene.","0","0","0",""
"20260903T230744Z_direct-pg-q25-bi-q25_07602cd9","45","See You Again","A poignant scene of a young man standing beside a black pickup truck, facing the camera with a determined yet sorrowful expression. In the background, a blurred image of another man is visible, seemingly standing at a distance, overlaid with faint silhouettes of bicycles and a river. The truck's bed is open, revealing a set of goggles and a helmet, emphasizing themes of farewell and memory.","0","0","0",""
"20260903T230744Z_direct-pg-q25-bi-q25_07602cd9","49","Dog Days Are Over","A close-up of a golden retriever's face resting gently on a summer afternoon, eyes half-closed with a contented expression, under the warm glow of golden sunlight streaming through a sunlit window. The scene is adorned with subtle floral patterns in the background and a soft breeze rustling lightweight curtains.","0","0","0",""
"20260903T230744Z_direct-pg-q25-bi-q25_07602cd9","53","Buddy Holly","A young man with tousled dark hair plays a red guitar on a wooden stage, illuminated by bright stage lights. He is dressed in a casual, retro-inspired outfit, complete with a dark suit jacket and a slightly untied bow tie. The background features a plain, dark setting with warm light spilling onto the stage, emphasizing the intimate performance. The guitar is the focal point, resting comfortably on the man's lap as he sings into a classic microphone.","0","0","0",""
"20260903T230744Z_direct-pg-q25-bi-q25_07602cd9","57","Without Me","A close-up of an empty, abandoned record player on a wooden floor. A single worn-out vinyl record rests on the needle, with the spindle visibly missing, evoking a sense of loss and abandonment. The dim lighting accentuates the shadowy details of the machinery, emphasizing themes of loneliness and absence.","0","1","0",""
"20260903T230744Z_direct-pg-q25-bi-q25_07602cd9","61","Royals","A modern, minimalist setting with a person dressed in basic streetwear, contrasting with a collection of old, glittering crowns laid out on the floor. The lighting emphasizes the crowns, highlighting their intricate details, while the background remains neutral and uncluttered. The atmosphere suggests a mix of aspiration and irony, with the crowns symbolizing royalty and the attire representing the everyday.","0","0","0",""
"20260903T230744Z_direct-pg-q25-bi-q25_07602cd9","65","Savior","A dark, dramatic setting with a lone figure in tattered, glowing garments holding a shining sword. The background is filled with shadows and ethereal light, as the figure stands protectively in front of a group of people gazing upward with hope. The atmosphere suggests a moment of salvation or divine intervention.","0","0","0",""
"20260903T230744Z_direct-pg-q25-bi-q25_07602cd9","69","so far away","A lone astronaut floats in the vastness of space, drifting away from a bright, glowing planet Earth in the distance. The sense of separation is palpable as they turn back to gaze at the blue and green globe, reduced to a distant, shrinking sphere. Their space suit and helmet are pristine, reflecting the starlight, while a few wisps of floating debris emphasize the isolation.","0","0","0",""
"20260903T230744Z_direct-pg-q25-bi-q25_07602cd9","73","I Bet You Look Good on the Dancefloor","A young person confidently twirling on a glittery dancefloor, surrounded by flickering neon lights and confetti, with an audience of onlookers in the background clapping and cheering. The atmosphere is vibrant, with faint beams of light slicing through the air and a sense of movement everywhere.","0","0","0",""
"20260903T230744Z_direct-pg-q25-bi-q25_07602cd9","77","Rolling in the Deep","A person with a dark, flowing hairstyle sits in a leather chair, head bowed, clutching a microphone to their chest as they sing passionately into it. The dimly lit room has vintage-style décor, with shelves lined with records and scattered musical notes floating in the air. Behind them, large, bold, red-painted letters spell out the phrase ""ROLLING DEEP"" on an industrial background of exposed pipes and scaffolding. The mood is intense and emotive, with dark shadows and dramatic lighting highlighting the figure and the bold text.","0","1","0","ROLLING DEEP in the picture -> its not the exact title so it should be flagged"
"20260903T230744Z_direct-pg-q25-bi-q25_07602cd9","81","tokyo","A serene cityscape of Tokyo at dusk, with glowing streetlights illuminating traditional Japanese buildings and a vibrant Shinjuku neighborhood in the background. The iconic Tokyo Tower is partially visible, glowing faintly in the distance. Scene is bathed in soft, golden citylight, highlighting the modern high-rises and bustling urban life.","n","1","0",""
"20260903T230744Z_direct-pg-q25-bi-q25_07602cd9","85","Intro : Boy Meets Evil","A young man stands nervously at the edge of a dilapidated factory, his expression shifting from curiosity to fear as an eerie, dark silhouette of a monstrous shadowy figure emerges from the shadows, looming over him. Dim light flickers through the broken windows, casting sharp shadows that twist into sinister shapes. The industrial setting is cluttered with rusted pipes and cables, adding to the sense of looming danger. The tension in the scene is palpable, as the contrast between innocence and malevolence is starkly visualized.","0","0","0",""
"20260903T230744Z_direct-pg-q25-bi-q25_07602cd9","89","Dance, Dance","A person energetically dancing in a repetitive motion, captured mid-step, with their arms raised and legs crossed, set against a simple background to emphasize the motion. The word ""DANCE"" written in bold, dynamic fonts and colors scattered around the dancer. The scene conveys a rhythmic, repetitive dance style.","0","1","1","Repeated individual “DANCE” inscriptions. No unambiguous complete title phrase."
"20260903T230744Z_direct-pg-q25-bi-q25_07602cd9","93","More Than a Feeling","A young couple dances together in a dimly lit diner or bar, both holding glasses of beer, with an old jukebox in the background displaying a list of classic songs. The setting is filled with warm tones and neon lights, suggesting a nostalgic, upbeat scene. The atmosphere is intimate yet lively, capturing the essence of a joyful and memorable moment.","0","0","0",""
"20260903T230744Z_direct-pg-q25-bi-q25_07602cd9","97","For Whom the Bell Tolls","A soldier stands amidst a battlefield, holding a small bouquet of flowers, looking at a rung church bell partially buried in rubble, with smoke lingering in the air and distant explosions faintly visible. The scene is dark and intense, with the bell and flowers serving as focal points, symbolizing resilience and loss.","0","0","0",""
"20260903T230744Z_direct-pg-q25-bi-q25_07602cd9","101","Running Up That Hill (A Deal With God)","A dimly lit cathedral interior with a long, arched hallway leading towards the altar. A single figure stands at the end of the aisle, their back to the viewer, gazing towards the high, stained glass windows bathed in golden light. The scene has an ethereal quality, with soft, diffused light filtering through the stained glass, casting colorful patterns on the stone floor. The setting exudes a sense of contemplation and divine decision-making.","0","0","0",""
"20260903T230744Z_direct-pg-q25-bi-q25_07602cd9","105","Paradise City","A lively rock concert in a bustling city at night, featuring a band with intense energy and a prominent banner above the stage reading ""PARADISE CITY."" The band members are passionately performing on a dimly lit stage, with vivid stage lighting casting dynamic shadows and an excited crowd below. A centerpiece of the scene is a large, stylized compass or map graphic, reinforcing the theme of journey and escape, alluding to a journey towards an imagined, utopian destination. The city skyline in the background is slightly blurred, giving the impression of motion and adventure. The overall color palette features bold, metallic tones with bright highlights, matching the high-energy theme of the song.","e","1","1",""
"20260903T230744Z_direct-pg-q25-bi-q25_07602cd9","109","When You Were Young","A couple dancing under soft, golden sunlight at a summer lakeside, wearing light, vintage-inspired outfits. The woman holds a parasol, and the man gently wraps his arm around her, both gazing into the distance. Behind them, an old-fashioned rowboat rests on the shore. A single, vibrant red rose lies on the grass at their feet.","0","1","0",""
"20260903T230744Z_direct-pg-q25-bi-q25_07602cd9","113","Kryptonite","A person standing on a rooftop at night, gazing down at a bustling cityscape with neon lights and reflections on wet streets, holding a glowing green crystal in one hand and a smartphone in the other, capturing the moment as distant lightning streaks across the sky.","0","0","0",""
"20260903T230744Z_direct-pg-q25-bi-q25_07602cd9","117","Crazy","A woman with long blonde hair sits on a red leather chair, her arms raised in excitement, as she energetically claps her hands in a dimly lit room. The background is blurred but suggests a crowded dance hall with vintage-style lights. She is dressed in a light, flowy dress, and her expression is one of infectious joy and energy. The atmosphere is lively, filled with warmth and movement.","0","0","0",""
"20260903T230744Z_direct-pg-q25-bi-q25_07602cd9","121","Shutter Island","A group of men in white coats and military uniforms is entering a large, gothic-style mental institution. One man in a wheelchair, dressed in a dark suit and holding a cane, is being carefully pushed by an orderly down the main corridor. The institution is shrouded in fog, with barred windows and a mix of old, stone walls and modern, sterile environments. The scene suggests a somber, unsettling atmosphere.","0","0","0",""
"20260903T230744Z_direct-pg-q25-bi-q25_07602cd9","125","Titanic","A dramatic scene of a large, sinking ocean liner, captured at night under a starlit sky, with towering smokestacks leaning precariously as the ship fractures along its side. Survivors clamber onto a lifeboat that's almost completely filled, surrounded by the chaos of the doomed voyage. The icy waters below reflect the ship's descent, with the silhouette of the vessel's grandeur shrouded in darkness and light from a single dying flare. The ship's name, illuminated faintly on its bow, reads ""Titanic.""","e","1","1",""
"20260903T230744Z_direct-pg-q25-bi-q25_07602cd9","129","Avengers: Infinity War","A close-up of a gauntlet with glowing stones embedded, held by a raised hand in a dramatic stance. The stones are infused with cosmic energy, and the tension of an impending battle is palpable. The dark, dense fabric of the gauntlet contrasts with the vibrant, luminescent hues of the stones.","0","0","0",""
"20260903T230744Z_direct-pg-q25-bi-q25_07602cd9","133","Reservoir Dogs","A dimly lit underground parking garage with several men in crisp white shirts, one of whom is gesturing urgently while another appears distracted, looking toward a parked car marked with the number ""9"". A tense atmosphere with sharp red contrasts and an emphasis on the circular setting of the location.","0","1","0",""
"20260903T230744Z_direct-pg-q25-bi-q25_07602cd9","137","Whiplash","A close-up of a drummer's hands on a drum kit, with beads of sweat on his brow, captured mid-motion. A stern, disciplinarian music professor looms in the background, his face etched with a blend of frustration and determination, pointing forcefully at the drums. The surrounding environment is a dimly lit, gritty jazz club with wooden walls and faintly visible audience members in shadows, focusing on the tension and intensity of the music lesson. The camera angle is low, emphasizing the dramatic dynamic between the two characters.","0","0","0",""
"20260903T230744Z_direct-pg-q25-bi-q25_07602cd9","141","Harry Potter and the Deathly Hallows: Part 2","A dark, moonlit scene at Hogwarts School of Witchcraft and Wizardry. In the foreground, a powerful wizard with dark, messy hair holds a wand aloft, standing defiantly against a stormy sky. Behind him, a dramatic explosion erupts from the castle, and a tall figure in dark robes with a hooded cloak strides purposefully across the grounds, surrounded by flying magical debris and lighting effects. The sky glows faintly, hinting at a mystical, portentous event. The castle is visibly damaged, with towering walls and turrets partially in ruins. The ground is littered with fallen debris, and the air is charged with an intense magical battle.","0","0","0",""
"20260903T230744Z_direct-pg-q25-bi-q25_07602cd9","145","The Terminator","A menacing, cyborg-like figure in tactical gear is depicted in a run, with mechanical joints and a exposed, rugged metal exoskeleton. The figure's skinless face reveals intricate wiring and metallic components, contrasting sharply with the human-like body. The scene takes place in an urban wasteland, with debris and smoke in the background, evoking a sense of apocalyptic destruction. A damaged vending machine lies on the ground, partially melted and reduced to glowing red wires. The lighting is harsh, with shadows accentuating the mechanical details of the figure.","0","0","0",""
"20260903T230744Z_direct-pg-q25-bi-q25_07602cd9","149","Spirited Away","A large, intricate bathhouse with traditional Japanese architecture, where a young girl wearing a brown dress walks through the bustling hallways, surrounded by giant humanoid spirits. Some are lounging in large bathtubs, while others soar above, blending seamlessly with the opulent, ornate surroundings. One spirit, with a round, glowing face, gently hovers nearby, carrying a tray of confections. A magical train passes in the background, disappearing through a tunnel, while a glowing pond reflects the mystical ambiance. The atmosphere is both enchanting and whimsical, filled with elements of wonder and fantasy.","0","0","0",""
"20260903T230744Z_direct-pg-q25-bi-q25_07602cd9","153","Thor","""A majestic warrior in gold armor stands atop a mountain peak, wielding a mighty hammer with intricate runes glowing along its length. He gazes out at a stormy, mythic landscape with clouds swirling dramatically around him.""","0","0","0",""
"20260903T230744Z_direct-pg-q25-bi-q25_07602cd9","157","The Revenant","A man in rugged survival gear, clutching a newborn child, stands atop a snowy, desolate landscape with a harsh winter wind blowing. His face is covered in grime and scars, and his expression is a mix of defiance and survival instinct. In the distance, a Native American group advances on horseback, creating tension and conflict in the scene. The setting is raw and untamed, suggesting harsh survival and revenge themes.","0","0","0",""
"20260903T230744Z_direct-pg-q25-bi-q25_07602cd9","161","300","A group of Spartan warriors in red cloaks and shields standing in formation at a narrow mountain pass, ready for battle. In the background, an enormous army of enemies stretches into the distance, filling the valley below. The Sparta emblem is visible on the shields of the warriors, and a烽火台 (signal tower) stands prominently atop a nearby hill. The sun casts a golden light, illuminating the Spartan phalanx.","0","0","0",""
"20260903T230744Z_direct-pg-q25-bi-q25_07602cd9","165","Full Metal Jacket","A young recruit stands rigidly at attention, face blank and expressionless, with the harsh words ""Full Metal Jacket"" carved deeply into their cheek. The recruit's uniform is pristine white, contrasting sharply with the dirty, exposed barbed wire fence behind them. Two drill instructors loom ominously in the background, one holding a rifle pointed forward, the other observing silently. The scene is bathed in harsh, overhead fluorescent light, highlighting the sweat on the recruit's face and the tension in their posture. The floor is bare concrete, reinforcing the sterile, oppressive atmosphere of basic training.","e","1","1",""
"20260903T230744Z_direct-pg-q25-bi-q25_07602cd9","169","American Psycho","A well-dressed businessman in a sharp white suit is in a modern apartment, meticulously grooming himself at a sink. The apartment features sleek, minimalist decor with reflective surfaces and polished wood. In the background, a single red-leather chair is placed precisely in the middle of a bright, pristine white room. The man's expression is calm yet cold, and his demeanor is meticulous and controlled.","0","0","0",""
"20260903T230744Z_direct-pg-q25-bi-q25_07602cd9","173","Amélie","A cozy Parisian apartment with mismatched furniture, where a small, rustic shelf holds an assortment of everyday items: a chalkboard with handwritten notes, a broken hairpin, a faded photograph, and a miniature perfume bottle—all labeled with numbers, suggesting a personal project of organization or memory keeping. The room is softly lit, with sunlight filtering through a partially drawn lace curtain, casting delicate shadows on a scattered collection of letters and cards spread on a low table.","0","1","0",""
"20260903T230744Z_direct-pg-q25-bi-q25_07602cd9","177","Spider-Man 2","A high-angle shot of a man in a red and blue suit swinging dynamically from a suspended web cable over a bustling city skyline, with the famous New York City MetLife Building prominently visible in the background. The sun casts warm tones on the urban landscape, and scattered clouds add to the sense of motion and height. The man's pose exudes confidence and agility, his suit's iconic detailing and pose captured mid-swing, showcasing a moment of classic superhero action.","0","0","0",""
"20260903T230744Z_direct-pg-q25-bi-q25_07602cd9","181","Batman v Superman: Dawn of Justice","A dark, foreboding cityscape under a stormy sky, illuminated by the emblems of two colossal figures: a pointed bat symbol in black and a jagged red lightning bolt, converging in the night. Powerful fists, one adorned with a sleek armor gauntlet, the other draped in a flowing red cape, are locked in an intense struggle, surrounded by the debris of destruction. Amongst the chaos, the ground cracks beneath them as they face off, with a heraldic shield bearing the inscription ""Justice"" visible in the distance.","0","1","0",""
"20260903T230744Z_direct-pg-q25-bi-q25_07602cd9","185","Ant-Man","A small man in a red and blue suit with an advanced technological suit casing climbs up the side of a massive skyscraper. His suit features various gadgets and tools on his chest, and his face is partially obscured by a hood and mask. He stands confidently with arms crossed, set against the backdrop of a bustling cityscape.","0","0","0",""
"20260903T230744Z_direct-pg-q25-bi-q25_07602cd9","189","Silver Linings Playbook","A man in a tan suit is energetically jumping and spinning in the air, seemingly in a living room, with another person in a black jacket observing him while holding a piece of paper. The scene includes various objects: scattered letters on the floor, a glimpse of a cluttered wall covered with pinned notes and photographs, and a vibrant pink blanket partially visible in the background. The mood is surreal, with exaggerated body movements and an overwhelming sense of chaos. The man appears to be mid-motion, suggesting an intense or emotional moment.","0","0","0",""
"20260903T230744Z_direct-pg-q25-bi-q25_07602cd9","193","Now You See Me","A magician in a classic top hat and formal attire performs a card trick at a high-end casino. He deftly pulls out a single red-backed card, identified as the Queen of Hearts, as a skeptical crowd watches from their tables. In the background, sharp-suited private investigators sneak behind the magician, their cameras and notepads subtly visible. The scene is dimly lit, with only spotlights highlighting the magician's actions. A tagged card, bearing the initials ""NM,"" is left on the table, and the magician vanishes mid-trick, leaving an empty stool.","0","1","0",""
"20260903T230744Z_direct-pg-q25-bi-q25_07602cd9","197","Drive","A dark, moody nighttime scene featuring a sleek black hearse driving along an empty city street. The car's headlights illuminate a desolate urban landscape, with minimalist city buildings in the background. A lone figure wearing a matching black leather outfit stands in the foreground, leaning against a parked hearse, holding a gun. The overall atmosphere is tense and suspenseful, emphasizing the stark contrast between the solitary figure and the vast, silent surroundings.","0","0","0",""
"20260903T230744Z_direct-pg-q25-bi-q25_07602cd9","201","Pan's Labyrinth","A dark, mossy labyrinth with intricate carvings winds through a dense forest. In the center, a young girl in a white dress explores the maze, while a humanoid creature with goblin-like features and luminous blue eyes observes her from the shadows. Faint, blurred figures of silent soldiers in period uniforms patrol the edges of the scene, blending into the trees. The atmosphere is tense yet whimsical, with muted earth tones punctuated by the girl's dress and the creature's glowing eyes.","0","0","0",""
"20260903T230744Z_direct-pg-q25-bi-q25_07602cd9","205","Wonder Woman","A female superhero in a red and gold suit with flowing capes stands in an ancient ruin, wielding a golden lasso that shimmers with magical energy. She confronts an enemy in battle armor amidst a crumbling temple, symbolized by stone columns and a sword visible in the background.","0","0","0",""
"20260903T230744Z_direct-pg-q25-bi-q25_07602cd9","209","Frozen","A winter landscape with snow-covered trees and an ice palace with intricate blue crystal patterns. A young girl with auburn hair stands near the palace, wearing a snow dress and holding a snowflake wand. The sun is shining faintly, and there is a flying reindeer with glowing red eyes in the sky.","0","0","0",""
"20260903T230744Z_direct-pg-q25-bi-q25_07602cd9","213","Independence Day","A massive alien spacecraft looms over a sprawling cityscape at night, unleashing a blinding energy beam that engulfs buildings. The glowing beam is met with explosions from a coordinated counterattack by human fighter jets, the contrails streaking across the sky against the backdrop of a reflective urban landscape.","0","0","0",""
"20260903T230744Z_direct-pg-q25-bi-q25_07602cd9","217","Casino","A dimly lit, bustling casino interior with multiple gambling tables, including poker and blackjack, surrounded by rows of slot machines glowing in vibrant colors. In the center of the scene, a suited man with a stern expression stands leaning on a bar counter, surrounded by waitresses in distinctive uniforms holding drinks. The atmosphere is tense, with patrons engrossed in their games. The background features rows of secluded tables where high-stakes negotiations occur, illuminated by soft, red-hued lighting.","n","0","0",""
"20260903T230744Z_direct-pg-q25-bi-q25_07602cd9","221","500 Days of Summer","A man in a vibrant red shirt stands pensively at the edge of a bridge, gazing at a postcard with the city skyline and a heart drawn around the center. The scene is set in a bustling city with stacked box-like buildings and a clear, daytime sky. Scattered colorful posters and a whimsical balloon float nearby, suggesting themes of love and nostalgia. The man's outstretched arm holds the postcard as if capturing a cherished memory.","0","0","0",""
"20260903T230744Z_direct-pg-q25-bi-q25_07602cd9","225","X-Men Origins: Wolverine","A lone, muscular man with a cybernetic skull is standing in an abandoned, dystopian facility. His body is scarred and heavily tattooed, with bright, luminous eyes glowing in the dim light. He clutches a bloodied clawed gauntlet in one hand, looking menacingly at the camera. The background shows wires and metal debris, with hints of advanced technology, including half-completed robotic limbs scattered around. The air feels heavy with the scent of blood and metal.","0","0","0",""
"20260903T230744Z_direct-pg-q25-bi-q25_07602cd9","229","Ice Age","A group of prehistoric animals, including a woolly mammoth, saber-toothed tiger, and sloth, trek together through a vast snowy landscape, showcasing teamwork as they navigate through icy caves and snowdrifts under a clear, cold sky. One character carries a small but distinctive baby sloth on their back. The background features towering ice formations and ancient trees dusted with snow, evoking a prehistoric winter adventure.","0","0","0",""
"20260903T230744Z_direct-pg-q25-bi-q25_07602cd9","233","Rush","A Formula One race at night, with the car driven by James Hunt under harsh stadium lighting, crossing the finish line as another competitor closely follows. The scene is characterized by high-speed motion blur, racing helmets, and the dark race track surrounded by bright, reflective banners. The angle captures the dynamic tension between the two drivers as they compete intensely for the lead.","0","1","0",""
"20260903T230744Z_direct-pg-q25-bi-q25_07602cd9","237","Top Gun","A sleek fighter jet is banking sharply in a bright, sunlit sky over the ocean. The pilot, dressed in a pristine white flight suit, is seen gripping the control stick with intense focus. Below, a radar screen pulses with blips and targeting lines, capturing the tension of an impending aerial dogfight. The iconic ""Top Gun"" golden wings insignia is faintly visible on the aircraft. Bright, high-contrast lighting emphasizes the dynamic, high-speed movement of the jet and the pilot's determination.","e","1","0",""
"20260903T230744Z_direct-pg-q25-bi-q25_07602cd9","241","Nine Inch Nails","A surreal industrial setting featuring a metallic, gauntly elongated figure silhouetted against a dark backdrop, adorned with scattered nails and chains, with one eye-like light piercing through the darkness.","0","0","0",""
"20260903T230744Z_direct-pg-q25-bi-q25_07602cd9","245","Imagine Dragons","A large, metallic ""I"" and ""D"" hover in the air against a dramatic, stormy sky. Below, an abstract dragon formation made of fireflies and smoke emerges from dark clouds. The scene pulses with warm orange and blue light, creating a balance between intensity and mystery. The dragon's silhouette is dynamic, with wings slightly unfurled, as if ready to take flight. Around it, the air crackles with electrical energy.","0","0","0",""
"20260903T230744Z_direct-pg-q25-bi-q25_07602cd9","249","My Chemical Romance","A dark, gothic-style concert stage featuring a large backdrop with a gray and black monochrome design. Silhouettes of skeletal figures are entwined with entangled, barbed wires. A central spotlight beams down onto the stage, creating dramatic shadows. Multiple microphones on stands are scattered across the stage, and a banner with dangling red and black ribbons hangs in the background. The foreground includes a circular, tilted spotlight fixture and a mesh fence partially enclosing the stage area. The overall color palette is muted, dominated by grays, blacks, and deep reds.","0","0","0",""
"20260903T230744Z_direct-pg-q25-bi-q25_07602cd9","253","Iron Maiden","A powerful, muscular silver robot with a sharp, mechanical eye and a solemn, determined expression stands at the forefront of a vast battlefield. Its shoulders are adorned with broken wings, and it carries a heavy, jagged sword imbued with energy. The background reveals ruins and scattered fires, suggesting chaos and destruction. The robot's chest bears intricate gear-like patterns, and its design exudes strength and impending combat.","0","0","0",""
"20260903T230744Z_direct-pg-q25-bi-q25_07602cd9","257","Rage Against the Machine","A group of four muscular individuals standing in front of a high-voltage electrical transformer, surrounded by graffiti with social justice slogans and peace signs. They are dressed in revolutionary gear, including bandanas and utilitarian clothing. The mood is intense and confrontational, with flames and smoke rising in the background. The scene is set in an urban environment, with industrial elements and urban decay visible. One person carries a guitar, while another holds a drum set ready for action. The image conveys a sense of rebellion and activism.","0","1","0",""
"20260903T230744Z_direct-pg-q25-bi-q25_07602cd9","261","Bring Me the Horizon","A dark, industrial urban landscape with a desolate alley. In the background, a faded mural depicts a fractured, burning planet encircled by jagged, stylized ""H"" shapes. Above, the night sky glimmers with neon orange hues, suggesting fiery destruction.Foreground details include scraps of metal, barbed wire, and shadows that hint at movement.","0","1","0",""
"20260903T230744Z_direct-pg-q25-bi-q25_07602cd9","265","The Doors","A band performing on a stage with a vibrant purple hue in the background. The lead singer is singing passionately with a tambourine in hand. The stage lighting alternates between purple and orange, casting dramatic shadows. The word ""DOORS"" is faintly inscribed in light on a velvet curtain behind the band. The lead singer's flowing hair and intense expression are central to the image. There's a classic rock ambiance with dynamic movement captured.","0","1","0",""
"20260903T230744Z_direct-pg-q25-bi-q25_07602cd9","269","Death Grips","A black and white album cover featuring a robotic, human-like figure with its mouth open, revealing jagged, sharp teeth, while holding a megaphone to an empty urban landscape. The figure appears mechanical, with exposed circuitry and metallic limbs, standing against a backdrop of gritty, futuristic urban decay. The overall tone is industrial and ominous.","0","0","0",""
"20260903T230744Z_direct-pg-q25-bi-q25_07602cd9","273","Vampire Weekend","A band performing on stage with a tropical-inspired aesthetic, including palm trees as backdrop elements and a drum set with a woven rattan texture. The musicians are dressed in brightly colored, patterned clothing, and one is playing an African djembe drum alongside traditional band instruments.","0","0","0",""
"20260903T230744Z_direct-pg-q25-bi-q25_07602cd9","277","The National","A dimly lit indie rock concert stage featuring a group of musicians with laptops, synthesizers, and acoustic guitars. The front musician wears a gray button-up shirt, leaning slightly forward with an intense expression, as if mid-solo. The backdrop is a textured fabric with a repeating geometric pattern. The lighting casts a soft, moody glow with hints of blue and green, emphasizing the contemplative tone.","0","1","0",""
"20260903T230744Z_direct-pg-q25-bi-q25_07602cd9","281","Interpol","A dark, moody urban street at night, featuring silhouettes of figures walking quickly, one holding a camera with an antique, film-like aesthetic. The figures wear sleek, modern outfits with hints of gothic or avant-garde fashion. In the background, a faint cityscape of faintly lit buildings and neon signs adds to the ambiance. The overall tone is gritty and introspective, conveying movement and tension.","0","0","0",""
"20260903T230744Z_direct-pg-q25-bi-q25_07602cd9","285","The Cranberries","A woman with long red hair singing passionately in front of a microphone, accompanied by a drummer in a red t-shirt, both in a dimly lit room with teal-blue walls and a classic guitar on a stand.","0","0","0",""
"20260903T230744Z_direct-pg-q25-bi-q25_07602cd9","289","Röyksopp","A serene, minimalist art scene featuring two music synthesizers prominently displayed on a reflective surface, surrounded by glowing abstract light patterns that form a symmetrical, geometric arrangement resembling circuitry or sound waves. The overall atmosphere suggests a blending of electronic music and ambient aesthetics.","0","0","0",""
